Date,Adj Close,Close,High,Low,Open,Volume
2002-08-12 00:00:00+00:00,29.46249008178711,39.70000076293945,40,38.724998474121094,38.724998474121094,212976
2002-08-13 00:00:00+00:00,29.063587188720703,39.162498474121094,40.38750076293945,38.875,39.75,153576
2002-08-14 00:00:00+00:00,27.059856414794922,36.462501525878906,39.25,35.724998474121094,39.25,822776
2002-08-15 00:00:00+00:00,27.059856414794922,36.462501525878906,36.462501525878906,36.462501525878906,36.462501525878906,0
2002-08-16 00:00:00+00:00,26.994911193847656,36.375,38,35.75,36.275001525878906,811856
2002-08-19 00:00:00+00:00,26.326995849609375,35.474998474121094,36.67499923706055,35.13750076293945,36.67499923706055,205880
2002-08-20 00:00:00+00:00,27.059856414794922,36.462501525878906,38.724998474121094,35.48749923706055,35.724998474121094,3773624
2002-08-21 00:00:00+00:00,28.386394500732422,38.25,39.20000076293945,36.525001525878906,38.474998474121094,3011064
2002-08-22 00:00:00+00:00,29.610918045043945,39.900001525878906,41.57500076293945,39.3125,39.51250076293945,6732480
2002-08-23 00:00:00+00:00,31.392017364501953,42.29999923706055,43.625,39.76250076293945,40.25,4841672
2002-08-26 00:00:00+00:00,31.280702590942383,42.150001525878906,43.25,41.8125,42.974998474121094,2576912
2002-08-27 00:00:00+00:00,30.50147247314453,41.099998474121094,44.25,40.75,42.5,3694224
2002-08-28 00:00:00+00:00,30.529306411743164,41.13750076293945,41.599998474121094,40.287498474121094,40.974998474121094,1674960
2002-08-29 00:00:00+00:00,30.529306411743164,41.13750076293945,41.875,40.75,40.88750076293945,1236544
2002-08-30 00:00:00+00:00,32.69075012207031,44.04999923706055,45.125,41.25,41.26250076293945,3762384
2002-09-02 00:00:00+00:00,33.024696350097656,44.5,45.974998474121094,44.04999923706055,44.75,2389568
2002-09-03 00:00:00+00:00,31.475507736206055,42.412498474121094,44.9375,42,44.75,986784
2002-09-04 00:00:00+00:00,32.1619758605957,43.337501525878906,43.75,41.38750076293945,41.875,1449856
2002-09-05 00:00:00+00:00,31.967182159423828,43.07500076293945,44.86249923706055,42.5,44.662498474121094,1061360
2002-09-06 00:00:00+00:00,30.779760360717773,41.474998474121094,43.25,41.01250076293945,43.25,907472
2002-09-09 00:00:00+00:00,30.380876541137695,40.9375,42.6875,39.5,39.5,880848
2002-09-10 00:00:00+00:00,30.380876541137695,40.9375,40.9375,40.9375,40.9375,0
2002-09-11 00:00:00+00:00,31.15082550048828,41.974998474121094,42.70000076293945,41.162498474121094,41.162498474121094,635936
2002-09-12 00:00:00+00:00,31.30852699279785,42.1875,43.224998474121094,41.900001525878906,42.48749923706055,781968
2002-09-13 00:00:00+00:00,30.417987823486328,40.98749923706055,42.224998474121094,40.63750076293945,40.712501525878906,338264
2002-09-16 00:00:00+00:00,29.82427215576172,40.1875,41.599998474121094,39.875,41.375,288592
2002-09-17 00:00:00+00:00,30.6962833404541,41.36249923706055,41.625,40.775001525878906,40.912498474121094,462952
2002-09-18 00:00:00+00:00,29.750080108642578,40.087501525878906,41.25,39.75,41.125,315432
2002-09-19 00:00:00+00:00,29.499591827392578,39.75,41.07500076293945,39.25,39.75,490848
2002-09-20 00:00:00+00:00,29.0172176361084,39.099998474121094,39.67499923706055,38.162498474121094,38.32500076293945,501072
2002-09-23 00:00:00+00:00,28.525562286376953,38.4375,39.474998474121094,38.275001525878906,39.375,248504
2002-09-24 00:00:00+00:00,27.5607852935791,37.13750076293945,38.29999923706055,36.724998474121094,38.29999923706055,267912
2002-09-25 00:00:00+00:00,27.77414321899414,37.42499923706055,37.75,36,36.275001525878906,379544
2002-09-26 00:00:00+00:00,28.21014404296875,38.01250076293945,38.61249923706055,37.75,38.20000076293945,178136
2002-09-27 00:00:00+00:00,28.55337142944336,38.474998474121094,39,37.88750076293945,37.88750076293945,206288
2002-09-30 00:00:00+00:00,27.514392852783203,37.07500076293945,38.474998474121094,36.275001525878906,37.88750076293945,202232
2002-10-01 00:00:00+00:00,27.282485961914062,36.76250076293945,37.75,36.125,37.25,240192
2002-10-02 00:00:00+00:00,27.282485961914062,36.76250076293945,36.76250076293945,36.76250076293945,36.76250076293945,0
2002-10-03 00:00:00+00:00,28.01533317565918,37.75,39.75,37.25,37.25,673264
2002-10-04 00:00:00+00:00,27.839082717895508,37.51250076293945,38.36249923706055,37.125,38.25,258296
2002-10-07 00:00:00+00:00,27.71848487854004,37.349998474121094,38,37.025001525878906,37.76250076293945,110976
2002-10-08 00:00:00+00:00,28.469892501831055,38.36249923706055,38.724998474121094,37.25,37.462501525878906,227352
2002-10-09 00:00:00+00:00,27.746320724487305,37.38750076293945,39.11249923706055,37.0625,38.5,277040
2002-10-10 00:00:00+00:00,27.77414321899414,37.42499923706055,38.5,36.63750076293945,38.5,173224
2002-10-11 00:00:00+00:00,28.358556747436523,38.212501525878906,38.9375,38.11249923706055,38.474998474121094,192536
2002-10-14 00:00:00+00:00,28.154483795166016,37.9375,39,37.57500076293945,38.92499923706055,152744
2002-10-15 00:00:00+00:00,28.154483795166016,37.9375,37.9375,37.9375,37.9375,0
2002-10-16 00:00:00+00:00,28.21014404296875,38.01250076293945,42.775001525878906,37.775001525878906,42.775001525878906,247760
2002-10-17 00:00:00+00:00,28.21014404296875,38.01250076293945,38.25,37.525001525878906,38.25,144512
2002-10-18 00:00:00+00:00,28.803844451904297,38.8125,39.92499923706055,38.287498474121094,38.75,512312
2002-10-21 00:00:00+00:00,29.249135971069336,39.412498474121094,40.73749923706055,39.25,39.724998474121094,646296
2002-10-22 00:00:00+00:00,28.19160270690918,37.98749923706055,39.75,37.75,39.75,229384
2002-10-23 00:00:00+00:00,28.061723709106445,37.8125,38.70000076293945,37.525001525878906,38.25,153320
2002-10-24 00:00:00+00:00,27.57005500793457,37.150001525878906,38.349998474121094,36.900001525878906,38.224998474121094,168744
2002-10-25 00:00:00+00:00,27.004199981689453,36.38750076293945,37.087501525878906,36.275001525878906,36.5,172296
2002-10-28 00:00:00+00:00,26.60529136657715,35.849998474121094,36.5,35.54999923706055,36.125,134504
2002-10-29 00:00:00+00:00,26.837203979492188,36.162498474121094,36.45000076293945,35.54999923706055,35.75,143024
