Date,Adj Close,Close,High,Low,Open,Volume
1/1/1996,3.7143115997314453,7.345901012420654,7.358397006988525,7.270925045013428,7.319124221801758,104121369
1/2/1996,3.6854279041290283,7.28877592086792,7.363752841949463,7.235221862792969,7.328050136566162,168743308
1/3/1996,3.7134084701538086,7.3441162109375,7.74577522277832,7.328050136566162,7.40838098526001,209323879
1/4/1996,3.679109573364258,7.276279926300049,7.297701835632324,7.178096771240234,7.2744951248168945,216900264
1/5/1996,3.653836488723755,7.2262959480285645,7.24771785736084,7.163815975189209,7.24771785736084,166708467
1/8/1996,3.5076098442077637,6.937100887298584,7.21737003326416,6.865694999694824,7.212015151977539,186974245
1/9/1996,3.4065160751342773,6.73716402053833,6.854983806610107,6.506879806518555,6.731809139251709,388766555
1/10/1996,3.3189609050750732,6.564003944396973,6.763940811157227,6.533657073974609,6.605062961578369,276606655
1/11/1996,3.422764301300049,6.769297122955322,6.8014302253723145,6.489027976989746,6.49795389175415,409645726
1/12/1996,3.38665771484375,6.6978912353515625,6.871050834655762,6.653262138366699,6.819281101226807,374687924
1/15/1996,3.3514556884765625,6.628270149230957,6.712172031402588,6.590782165527344,6.678254127502441,199981539
1/16/1996,3.3577747344970703,6.640766143798828,6.676468849182129,6.583641052246094,6.605062961578369,217247573
1/17/1996,3.2241857051849365,6.37656307220459,6.613988876342773,6.321224212646484,6.605062961578369,299629901
1/18/1996,3.1348254680633545,6.199832916259766,6.315867900848389,6.133782863616943,6.214115142822266,377502810
1/19/1996,3.0797650814056396,6.090939044952393,6.190907955169678,6.0498809814453125,6.1141462326049805,324535340
1/22/1996,3.132117509841919,6.1944780349731445,6.274809837341309,6.105219841003418,6.110576152801514,338613971
1/23/1996,2.999431848526001,5.932061195373535,6.242677211761475,5.605378150939941,6.21589994430542,354919302
1/24/1996,2.896531581878662,5.72855281829834,5.915994167327881,5.641080856323242,5.880290985107422,351185727
1/25/1996,2.774677038192749,5.487557888031006,5.741048812866211,5.453639984130859,5.716056823730469,360855771
1/26/1996,2.774677038192749,5.487557888031006,5.487557888031006,5.487557888031006,5.487557888031006,0
1/29/1996,2.993112802505493,5.9195637702941895,5.971333980560303,5.428647994995117,5.462564945220947,652902286
1/30/1996,3.2620961666107178,6.451539993286133,6.747875213623047,6.015963077545166,6.105219841003418,1061936020
1/31/1996,3.190788507461548,6.310513019561768,6.631840229034424,6.149848937988281,6.390844821929932,731560842
2/1/1996,3.3189609050750732,6.564003944396973,6.605062961578369,6.2301812171936035,6.248032093048096,640422958
2/2/1996,3.679109573364258,7.276279926300049,7.354826927185059,6.738948822021484,6.738948822021484,818725675
